Year,Quarter,Month,Day,All Cases,Average of ARRAIGN_FELONY2_SORT
2023,Qtr 3,September,14,All Cases,29.67%
2023,Qtr 3,September,15,All Cases,37.88%
2023,Qtr 3,September,16,All Cases,60.00%
2023,Qtr 3,September,17,All Cases,40.00%
2023,Qtr 3,September,18,All Cases,26.44%
2023,Qtr 3,September,19,All Cases,34.26%
2023,Qtr 3,September,20,All Cases,26.73%
2023,Qtr 3,September,21,All Cases,29.27%
2023,Qtr 3,September,22,All Cases,16.67%
2023,Qtr 3,September,23,All Cases,0.00%
2023,Qtr 3,September,24,All Cases,50.00%
2023,Qtr 3,September,25,All Cases,37.84%
2023,Qtr 3,September,26,All Cases,30.40%
2023,Qtr 3,September,27,All Cases,16.98%
2023,Qtr 3,September,28,All Cases,40.26%
2023,Qtr 3,September,29,All Cases,38.24%
2023,Qtr 3,September,30,All Cases,0.00%
2023,Qtr 4,October,1,All Cases,10.00%
2023,Qtr 4,October,2,All Cases,33.88%
2023,Qtr 4,October,3,All Cases,36.71%
2023,Qtr 4,October,4,All Cases,41.79%
2023,Qtr 4,October,5,All Cases,34.52%
2023,Qtr 4,October,6,All Cases,29.27%
2023,Qtr 4,October,7,All Cases,66.67%
2023,Qtr 4,October,8,All Cases,17.65%
2023,Qtr 4,October,9,All Cases,26.67%
2023,Qtr 4,October,10,All Cases,42.73%
2023,Qtr 4,October,11,All Cases,26.26%
2023,Qtr 4,October,12,All Cases,31.63%
2023,Qtr 4,October,13,All Cases,19.75%
2023,Qtr 4,October,14,All Cases,10.00%
2023,Qtr 4,October,15,All Cases,11.11%
2023,Qtr 4,October,16,All Cases,27.36%
2023,Qtr 4,October,17,All Cases,32.52%
2023,Qtr 4,October,18,All Cases,21.98%
2023,Qtr 4,October,19,All Cases,28.13%
2023,Qtr 4,October,20,All Cases,31.25%
2023,Qtr 4,October,21,All Cases,16.67%
2023,Qtr 4,October,22,All Cases,25.64%
2023,Qtr 4,October,23,All Cases,30.53%
2023,Qtr 4,October,24,All Cases,41.07%
2023,Qtr 4,October,25,All Cases,33.33%
2023,Qtr 4,October,26,All Cases,34.44%
2023,Qtr 4,October,27,All Cases,37.10%
2023,Qtr 4,October,28,All Cases,0.00%
2023,Qtr 4,October,29,All Cases,75.00%
2023,Qtr 4,October,30,All Cases,31.86%
2023,Qtr 4,October,31,All Cases,33.57%
2023,Qtr 4,November,1,All Cases,35.80%
2023,Qtr 4,November,2,All Cases,41.67%
2023,Qtr 4,November,3,All Cases,40.63%
2023,Qtr 4,November,4,All Cases,50.00%
2023,Qtr 4,November,5,All Cases,16.67%
2023,Qtr 4,November,6,All Cases,37.62%
2023,Qtr 4,November,7,All Cases,39.13%
2023,Qtr 4,November,8,All Cases,27.27%
2023,Qtr 4,November,9,All Cases,31.25%
2023,Qtr 4,November,10,All Cases,28.57%
2023,Qtr 4,November,12,All Cases,100.00%
2023,Qtr 4,November,13,All Cases,38.89%
2023,Qtr 4,November,14,All Cases,42.39%
2023,Qtr 4,November,15,All Cases,40.48%
2023,Qtr 4,November,16,All Cases,26.87%
2023,Qtr 4,November,17,All Cases,25.00%
2023,Qtr 4,November,18,All Cases,0.00%
2023,Qtr 4,November,19,All Cases,6.67%
2023,Qtr 4,November,20,All Cases,40.52%
2023,Qtr 4,November,21,All Cases,39.05%
2023,Qtr 4,November,22,All Cases,30.30%
2023,Qtr 4,November,24,All Cases,100.00%
2023,Qtr 4,November,25,All Cases,50.00%
2023,Qtr 4,November,26,All Cases,11.11%
2023,Qtr 4,November,27,All Cases,32.00%
2023,Qtr 4,November,28,All Cases,38.89%
2023,Qtr 4,November,29,All Cases,31.19%
2023,Qtr 4,November,30,All Cases,26.04%
2023,Qtr 4,December,1,All Cases,39.29%
2023,Qtr 4,December,2,All Cases,8.33%
2023,Qtr 4,December,3,All Cases,17.39%
2023,Qtr 4,December,4,All Cases,40.00%
2023,Qtr 4,December,5,All Cases,39.77%
2023,Qtr 4,December,6,All Cases,26.79%
2023,Qtr 4,December,7,All Cases,34.94%
2023,Qtr 4,December,8,All Cases,8.45%
2023,Qtr 4,December,9,All Cases,0.00%
2023,Qtr 4,December,10,All Cases,14.29%
2023,Qtr 4,December,11,All Cases,25.00%
2023,Qtr 4,December,12,All Cases,27.97%
2023,Qtr 4,December,13,All Cases,27.36%
2023,Qtr 4,December,14,All Cases,34.62%
2023,Qtr 4,December,15,All Cases,34.69%
2023,Qtr 4,December,16,All Cases,12.50%
2023,Qtr 4,December,17,All Cases,0.00%
2023,Qtr 4,December,18,All Cases,28.87%
2023,Qtr 4,December,19,All Cases,31.50%
2023,Qtr 4,December,20,All Cases,31.34%
2023,Qtr 4,December,21,All Cases,32.26%
2023,Qtr 4,December,22,All Cases,27.38%
2023,Qtr 4,December,23,All Cases,0.00%
2023,Qtr 4,December,24,All Cases,0.00%
2023,Qtr 4,December,26,All Cases,34.94%
2023,Qtr 4,December,27,All Cases,32.50%
2023,Qtr 4,December,28,All Cases,36.51%
2023,Qtr 4,December,29,All Cases,39.02%
2023,Qtr 4,December,31,All Cases,0.00%
