Year,Quarter,Month,Day,Median of FILEDISP_DAYS,PRETRIAL
2021,Qtr 4,December,15,258,ROR/Bonded
2021,Qtr 4,December,16,205,Detained
2021,Qtr 4,December,16,128,ROR/Bonded
2021,Qtr 4,December,17,231,Detained
2021,Qtr 4,December,17,283,ROR/Bonded
2021,Qtr 4,December,20,749,Detained
2021,Qtr 4,December,20,229,ROR/Bonded
2021,Qtr 4,December,21,11,Detained
2021,Qtr 4,December,21,281,ROR/Bonded
2021,Qtr 4,December,22,137,Detained
2021,Qtr 4,December,22,136,ROR/Bonded
2021,Qtr 4,December,23,189,Detained
2021,Qtr 4,December,23,48,ROR/Bonded
2021,Qtr 4,December,27,76,Detained
2021,Qtr 4,December,27,299,ROR/Bonded
2021,Qtr 4,December,28,149,Detained
2021,Qtr 4,December,28,253,ROR/Bonded
2021,Qtr 4,December,29,2294,Detained
2021,Qtr 4,December,29,392,ROR/Bonded
2021,Qtr 4,December,30,2144,Detained
2021,Qtr 4,December,30,416,ROR/Bonded
2022,Qtr 1,January,3,215,Detained
2022,Qtr 1,January,3,256,ROR/Bonded
2022,Qtr 1,January,4,685,Detained
2022,Qtr 1,January,4,421,ROR/Bonded
2022,Qtr 1,January,5,236,Detained
2022,Qtr 1,January,5,494,ROR/Bonded
2022,Qtr 1,January,6,275,Detained
2022,Qtr 1,January,6,680,ROR/Bonded
2022,Qtr 1,January,7,208,Detained
2022,Qtr 1,January,7,275,ROR/Bonded
2022,Qtr 1,January,10,684,Detained
2022,Qtr 1,January,10,362,ROR/Bonded
2022,Qtr 1,January,11,230,Detained
2022,Qtr 1,January,11,536,ROR/Bonded
2022,Qtr 1,January,12,4733,Detained
2022,Qtr 1,January,12,675,ROR/Bonded
2022,Qtr 1,January,13,1422,Detained
2022,Qtr 1,January,13,1083,ROR/Bonded
2022,Qtr 1,January,14,3027,Detained
2022,Qtr 1,January,14,459,ROR/Bonded
2022,Qtr 1,January,18,90,Detained
2022,Qtr 1,January,18,350,ROR/Bonded
2022,Qtr 1,January,19,299,Detained
2022,Qtr 1,January,19,314,ROR/Bonded
2022,Qtr 1,January,20,351,Detained
2022,Qtr 1,January,20,127,ROR/Bonded
2022,Qtr 1,January,21,266,Detained
2022,Qtr 1,January,21,503,ROR/Bonded
2022,Qtr 1,January,24,350,Detained
2022,Qtr 1,January,24,287,ROR/Bonded
2022,Qtr 1,January,25,553,Detained
2022,Qtr 1,January,25,505,ROR/Bonded
2022,Qtr 1,January,26,132,Detained
2022,Qtr 1,January,26,250,ROR/Bonded
2022,Qtr 1,January,27,1,Detained
2022,Qtr 1,January,27,126,ROR/Bonded
2022,Qtr 1,January,28,77,Detained
2022,Qtr 1,January,28,179,ROR/Bonded
2022,Qtr 1,January,31,28,Detained
2022,Qtr 1,January,31,276,ROR/Bonded
2022,Qtr 1,February,1,189,Detained
2022,Qtr 1,February,1,386,ROR/Bonded
2022,Qtr 1,February,2,390,Detained
2022,Qtr 1,February,2,224,ROR/Bonded
2022,Qtr 1,February,3,429,Detained
2022,Qtr 1,February,3,215,ROR/Bonded
2022,Qtr 1,February,4,17,Detained
2022,Qtr 1,February,4,192,ROR/Bonded
2022,Qtr 1,February,7,130,Detained
2022,Qtr 1,February,7,238,ROR/Bonded
2022,Qtr 1,February,8,279,Detained
2022,Qtr 1,February,8,319,ROR/Bonded
2022,Qtr 1,February,9,318,Detained
2022,Qtr 1,February,9,517,ROR/Bonded
2022,Qtr 1,February,10,163,Detained
2022,Qtr 1,February,10,302,ROR/Bonded
2022,Qtr 1,February,11,4309,ROR/Bonded
2022,Qtr 1,February,14,115,Detained
2022,Qtr 1,February,14,154,ROR/Bonded
2022,Qtr 1,February,15,147,Detained
2022,Qtr 1,February,15,304,ROR/Bonded
2022,Qtr 1,February,16,138,Detained
2022,Qtr 1,February,16,312,ROR/Bonded
2022,Qtr 1,February,17,987,Detained
2022,Qtr 1,February,17,226,ROR/Bonded
2022,Qtr 1,February,18,151,Detained
2022,Qtr 1,February,18,109,ROR/Bonded
2022,Qtr 1,February,22,208,Detained
2022,Qtr 1,February,22,212,ROR/Bonded
2022,Qtr 1,February,23,4423,Detained
2022,Qtr 1,February,23,586,ROR/Bonded
2022,Qtr 1,February,24,242,Detained
2022,Qtr 1,February,24,316,ROR/Bonded
2022,Qtr 1,February,25,291,Detained
2022,Qtr 1,February,25,155,ROR/Bonded
2022,Qtr 1,February,28,446,Detained
2022,Qtr 1,February,28,284,ROR/Bonded
2022,Qtr 1,March,1,109,Detained
2022,Qtr 1,March,1,335,ROR/Bonded
2022,Qtr 1,March,2,69,Detained
2022,Qtr 1,March,2,226,ROR/Bonded
2022,Qtr 1,March,3,295,Detained
2022,Qtr 1,March,3,162,ROR/Bonded
2022,Qtr 1,March,4,195,Detained
2022,Qtr 1,March,4,128,ROR/Bonded
2022,Qtr 1,March,5,1418,Detained
2022,Qtr 1,March,5,1445,ROR/Bonded
2022,Qtr 1,March,7,128,Detained
2022,Qtr 1,March,7,257,ROR/Bonded
2022,Qtr 1,March,8,1,Detained
2022,Qtr 1,March,8,267,ROR/Bonded
2022,Qtr 1,March,9,505,Detained
2022,Qtr 1,March,9,300,ROR/Bonded
2022,Qtr 1,March,10,305,Detained
2022,Qtr 1,March,10,287,ROR/Bonded
2022,Qtr 1,March,11,339,Detained
2022,Qtr 1,March,11,119,ROR/Bonded
2022,Qtr 1,March,14,84,Detained
2022,Qtr 1,March,14,312,ROR/Bonded
2022,Qtr 1,March,15,211,Detained
2022,Qtr 1,March,15,329,ROR/Bonded
2022,Qtr 1,March,16,229,Detained
2022,Qtr 1,March,16,336,ROR/Bonded
2022,Qtr 1,March,17,262,Detained
2022,Qtr 1,March,17,125,ROR/Bonded
2022,Qtr 1,March,18,129,Detained
2022,Qtr 1,March,18,469,ROR/Bonded
2022,Qtr 1,March,21,64,Detained
2022,Qtr 1,March,21,295,ROR/Bonded
2022,Qtr 1,March,22,263,Detained
2022,Qtr 1,March,22,329,ROR/Bonded
2022,Qtr 1,March,23,135,Detained
2022,Qtr 1,March,23,256,ROR/Bonded
2022,Qtr 1,March,24,359,Detained
2022,Qtr 1,March,24,286,ROR/Bonded
2022,Qtr 1,March,25,921,Detained
2022,Qtr 1,March,25,332,ROR/Bonded
2022,Qtr 1,March,28,514,Detained
2022,Qtr 1,March,28,256,ROR/Bonded
2022,Qtr 1,March,29,67,Detained
2022,Qtr 1,March,29,249,ROR/Bonded
2022,Qtr 1,March,30,289,Detained
2022,Qtr 1,March,30,391,ROR/Bonded
2022,Qtr 2,April,1,109,Detained
2022,Qtr 2,April,1,51,ROR/Bonded
2022,Qtr 2,April,4,231,Detained
2022,Qtr 2,April,4,373,ROR/Bonded
2022,Qtr 2,April,5,224,Detained
2022,Qtr 2,April,5,294,ROR/Bonded
2022,Qtr 2,April,6,36,Detained
2022,Qtr 2,April,6,158,ROR/Bonded
2022,Qtr 2,April,7,219,Detained
2022,Qtr 2,April,7,282,ROR/Bonded
2022,Qtr 2,April,8,209,Detained
2022,Qtr 2,April,8,70,ROR/Bonded
2022,Qtr 2,April,11,284,Detained
2022,Qtr 2,April,11,144,ROR/Bonded
2022,Qtr 2,April,12,447,Detained
2022,Qtr 2,April,12,375,ROR/Bonded
2022,Qtr 2,April,13,1050,Detained
2022,Qtr 2,April,13,395,ROR/Bonded
2022,Qtr 2,April,14,645,Detained
2022,Qtr 2,April,14,222,ROR/Bonded
2022,Qtr 2,April,15,289,Detained
2022,Qtr 2,April,15,177,ROR/Bonded
2022,Qtr 2,April,18,216,Detained
2022,Qtr 2,April,18,300,ROR/Bonded
2022,Qtr 2,April,19,269,Detained
2022,Qtr 2,April,19,332,ROR/Bonded
2022,Qtr 2,April,20,361,Detained
2022,Qtr 2,April,20,484,ROR/Bonded
2022,Qtr 2,April,21,339,Detained
2022,Qtr 2,April,21,277,ROR/Bonded
2022,Qtr 2,April,22,192,Detained
2022,Qtr 2,April,22,347,ROR/Bonded
2022,Qtr 2,April,25,265,Detained
2022,Qtr 2,April,25,348,ROR/Bonded
2022,Qtr 2,April,26,364,Detained
2022,Qtr 2,April,26,218,ROR/Bonded
2022,Qtr 2,April,27,258,Detained
2022,Qtr 2,April,27,280,ROR/Bonded
2022,Qtr 2,April,28,520,Detained
2022,Qtr 2,April,28,316,ROR/Bonded
2022,Qtr 2,April,29,50,Detained
2022,Qtr 2,April,29,164,ROR/Bonded
2022,Qtr 2,May,2,28,Detained
2022,Qtr 2,May,2,225,ROR/Bonded
2022,Qtr 2,May,3,622,Detained
2022,Qtr 2,May,3,445,ROR/Bonded
2022,Qtr 2,May,4,679,Detained
2022,Qtr 2,May,4,183,ROR/Bonded
2022,Qtr 2,May,5,216,Detained
2022,Qtr 2,May,5,234,ROR/Bonded
2022,Qtr 2,May,6,63,Detained
2022,Qtr 2,May,6,212,ROR/Bonded
2022,Qtr 2,May,9,234,Detained
2022,Qtr 2,May,9,370,ROR/Bonded
2022,Qtr 2,May,10,210,Detained
2022,Qtr 2,May,10,234,ROR/Bonded
2022,Qtr 2,May,11,203,Detained
2022,Qtr 2,May,11,537,ROR/Bonded
2022,Qtr 2,May,12,79,Detained
2022,Qtr 2,May,12,240,ROR/Bonded
2022,Qtr 2,May,13,486,Detained
2022,Qtr 2,May,13,137,ROR/Bonded
2022,Qtr 2,May,15,144,ROR/Bonded
2022,Qtr 2,May,16,293,Detained
2022,Qtr 2,May,16,188,ROR/Bonded
2022,Qtr 2,May,17,140,Detained
2022,Qtr 2,May,17,294,ROR/Bonded
2022,Qtr 2,May,18,106,Detained
2022,Qtr 2,May,18,337,ROR/Bonded
2022,Qtr 2,May,19,197,Detained
2022,Qtr 2,May,19,183,ROR/Bonded
2022,Qtr 2,May,20,507,Detained
2022,Qtr 2,May,20,98,ROR/Bonded
2022,Qtr 2,May,23,196,Detained
2022,Qtr 2,May,23,350,ROR/Bonded
2022,Qtr 2,May,24,193,Detained
2022,Qtr 2,May,24,252,ROR/Bonded
2022,Qtr 2,May,25,49,Detained
2022,Qtr 2,May,25,203,ROR/Bonded
2022,Qtr 2,May,26,199,Detained
2022,Qtr 2,May,26,339,ROR/Bonded
2022,Qtr 2,May,27,673,Detained
2022,Qtr 2,May,27,54,ROR/Bonded
2022,Qtr 2,May,31,139,Detained
2022,Qtr 2,May,31,214,ROR/Bonded
2022,Qtr 2,June,1,109,Detained
2022,Qtr 2,June,1,176,ROR/Bonded
2022,Qtr 2,June,2,322,Detained
2022,Qtr 2,June,2,355,ROR/Bonded
2022,Qtr 2,June,3,577,Detained
2022,Qtr 2,June,3,259,ROR/Bonded
2022,Qtr 2,June,4,110,ROR/Bonded
2022,Qtr 2,June,6,403,Detained
2022,Qtr 2,June,6,304,ROR/Bonded
2022,Qtr 2,June,7,211,Detained
2022,Qtr 2,June,7,252,ROR/Bonded
2022,Qtr 2,June,8,120,Detained
2022,Qtr 2,June,8,274,ROR/Bonded
2022,Qtr 2,June,9,120,Detained
2022,Qtr 2,June,9,445,ROR/Bonded
2022,Qtr 2,June,10,2,Detained
2022,Qtr 2,June,10,134,ROR/Bonded
2022,Qtr 2,June,13,110,Detained
2022,Qtr 2,June,13,230,ROR/Bonded
2022,Qtr 2,June,14,322,Detained
2022,Qtr 2,June,14,328,ROR/Bonded
2022,Qtr 2,June,15,2710,Detained
2022,Qtr 2,June,15,2701,ROR/Bonded
2022,Qtr 2,June,16,464,Detained
2022,Qtr 2,June,16,311,ROR/Bonded
2022,Qtr 2,June,17,346,Detained
2022,Qtr 2,June,17,497,ROR/Bonded
2022,Qtr 2,June,20,152,ROR/Bonded
2022,Qtr 2,June,21,150,Detained
2022,Qtr 2,June,21,239,ROR/Bonded
2022,Qtr 2,June,22,142,Detained
2022,Qtr 2,June,22,215,ROR/Bonded
2022,Qtr 2,June,23,171,Detained
2022,Qtr 2,June,23,323,ROR/Bonded
2022,Qtr 2,June,24,948,Detained
2022,Qtr 2,June,24,558,ROR/Bonded
2022,Qtr 2,June,27,280,Detained
2022,Qtr 2,June,27,202,ROR/Bonded
2022,Qtr 2,June,28,274,Detained
2022,Qtr 2,June,28,195,ROR/Bonded
2022,Qtr 2,June,29,149,Detained
2022,Qtr 2,June,29,244,ROR/Bonded
2022,Qtr 2,June,30,211,Detained
2022,Qtr 2,June,30,313,ROR/Bonded
2022,Qtr 3,July,1,272,Detained
2022,Qtr 3,July,1,255,ROR/Bonded
2022,Qtr 3,July,5,106,Detained
2022,Qtr 3,July,5,241,ROR/Bonded
2022,Qtr 3,July,6,313,Detained
2022,Qtr 3,July,6,179,ROR/Bonded
2022,Qtr 3,July,7,192,Detained
2022,Qtr 3,July,7,327,ROR/Bonded
2022,Qtr 3,July,8,331,Detained
2022,Qtr 3,July,8,1692,ROR/Bonded
2022,Qtr 3,July,11,38,Detained
2022,Qtr 3,July,11,264,ROR/Bonded
2022,Qtr 3,July,12,159,Detained
2022,Qtr 3,July,12,227,ROR/Bonded
2022,Qtr 3,July,13,179,Detained
2022,Qtr 3,July,13,265,ROR/Bonded
2022,Qtr 3,July,14,21,Detained
2022,Qtr 3,July,14,264,ROR/Bonded
2022,Qtr 3,July,15,8605,Detained
2022,Qtr 3,July,15,814,ROR/Bonded
2022,Qtr 3,July,18,146,Detained
2022,Qtr 3,July,18,278,ROR/Bonded
2022,Qtr 3,July,19,315,Detained
2022,Qtr 3,July,19,299,ROR/Bonded
2022,Qtr 3,July,20,203,Detained
2022,Qtr 3,July,20,351,ROR/Bonded
2022,Qtr 3,July,21,287,Detained
2022,Qtr 3,July,21,289,ROR/Bonded
2022,Qtr 3,July,22,318,Detained
2022,Qtr 3,July,22,385,ROR/Bonded
2022,Qtr 3,July,25,55,Detained
2022,Qtr 3,July,25,257,ROR/Bonded
2022,Qtr 3,July,26,398,Detained
2022,Qtr 3,July,26,1456,ROR/Bonded
2022,Qtr 3,July,27,308,Detained
2022,Qtr 3,July,27,288,ROR/Bonded
2022,Qtr 3,July,28,1508,Detained
2022,Qtr 3,July,28,212,ROR/Bonded
2022,Qtr 3,July,29,2837,Detained
2022,Qtr 3,July,29,718,ROR/Bonded
2022,Qtr 3,August,1,340,Detained
2022,Qtr 3,August,1,307,ROR/Bonded
2022,Qtr 3,August,2,215,Detained
2022,Qtr 3,August,2,288,ROR/Bonded
2022,Qtr 3,August,3,301,Detained
2022,Qtr 3,August,3,197,ROR/Bonded
2022,Qtr 3,August,4,211,Detained
2022,Qtr 3,August,4,271,ROR/Bonded
2022,Qtr 3,August,5,480,Detained
2022,Qtr 3,August,5,373,ROR/Bonded
2022,Qtr 3,August,8,68,Detained
2022,Qtr 3,August,8,172,ROR/Bonded
2022,Qtr 3,August,9,144,Detained
2022,Qtr 3,August,9,201,ROR/Bonded
2022,Qtr 3,August,10,24,Detained
2022,Qtr 3,August,10,317,ROR/Bonded
2022,Qtr 3,August,11,255,Detained
2022,Qtr 3,August,11,195,ROR/Bonded
2022,Qtr 3,August,12,16,Detained
2022,Qtr 3,August,12,429,ROR/Bonded
2022,Qtr 3,August,15,194,Detained
2022,Qtr 3,August,15,399,ROR/Bonded
2022,Qtr 3,August,16,70,Detained
2022,Qtr 3,August,16,243,ROR/Bonded
2022,Qtr 3,August,17,190,Detained
2022,Qtr 3,August,17,360,ROR/Bonded
2022,Qtr 3,August,18,164,Detained
2022,Qtr 3,August,18,366,ROR/Bonded
2022,Qtr 3,August,19,179,Detained
2022,Qtr 3,August,19,921,ROR/Bonded
2022,Qtr 3,August,22,875,Detained
2022,Qtr 3,August,22,339,ROR/Bonded
2022,Qtr 3,August,23,180,Detained
2022,Qtr 3,August,23,319,ROR/Bonded
2022,Qtr 3,August,24,60,Detained
2022,Qtr 3,August,24,336,ROR/Bonded
2022,Qtr 3,August,25,178,Detained
2022,Qtr 3,August,25,366,ROR/Bonded
2022,Qtr 3,August,26,293,Detained
2022,Qtr 3,August,26,159,ROR/Bonded
2022,Qtr 3,August,29,237,Detained
2022,Qtr 3,August,29,383,ROR/Bonded
2022,Qtr 3,August,30,169,Detained
2022,Qtr 3,August,30,283,ROR/Bonded
2022,Qtr 3,August,31,51,Detained
2022,Qtr 3,August,31,732,ROR/Bonded
2022,Qtr 3,September,1,317,Detained
2022,Qtr 3,September,1,275,ROR/Bonded
2022,Qtr 3,September,2,356,Detained
2022,Qtr 3,September,2,553,ROR/Bonded
2022,Qtr 3,September,6,183,Detained
2022,Qtr 3,September,6,178,ROR/Bonded
2022,Qtr 3,September,7,204,Detained
2022,Qtr 3,September,7,209,ROR/Bonded
2022,Qtr 3,September,8,330,Detained
2022,Qtr 3,September,8,215,ROR/Bonded
2022,Qtr 3,September,9,227,Detained
2022,Qtr 3,September,9,249,ROR/Bonded
2022,Qtr 3,September,12,246,Detained
2022,Qtr 3,September,12,372,ROR/Bonded
2022,Qtr 3,September,13,413,Detained
2022,Qtr 3,September,13,247,ROR/Bonded
2022,Qtr 3,September,14,85,Detained
2022,Qtr 3,September,14,308,ROR/Bonded
2022,Qtr 3,September,15,181,Detained
2022,Qtr 3,September,15,229,ROR/Bonded
2022,Qtr 3,September,16,1999,Detained
2022,Qtr 3,September,16,430,ROR/Bonded
2022,Qtr 3,September,19,192,Detained
2022,Qtr 3,September,19,253,ROR/Bonded
2022,Qtr 3,September,20,249,Detained
2022,Qtr 3,September,20,230,ROR/Bonded
2022,Qtr 3,September,21,184,Detained
2022,Qtr 3,September,21,288,ROR/Bonded
2022,Qtr 3,September,22,282,Detained
2022,Qtr 3,September,22,272,ROR/Bonded
2022,Qtr 3,September,26,42,Detained
2022,Qtr 3,September,26,147,ROR/Bonded
2022,Qtr 3,September,27,193,Detained
2022,Qtr 3,September,27,326,ROR/Bonded
2022,Qtr 3,September,28,82,Detained
2022,Qtr 3,September,28,378,ROR/Bonded
2022,Qtr 3,September,29,532,Detained
2022,Qtr 3,September,29,281,ROR/Bonded
2022,Qtr 3,September,30,1,Detained
2022,Qtr 3,September,30,72,ROR/Bonded
2022,Qtr 4,October,3,181,Detained
2022,Qtr 4,October,3,286,ROR/Bonded
2022,Qtr 4,October,4,178,Detained
2022,Qtr 4,October,4,546,ROR/Bonded
2022,Qtr 4,October,5,58,Detained
2022,Qtr 4,October,5,688,ROR/Bonded
2022,Qtr 4,October,6,99,Detained
2022,Qtr 4,October,6,278,ROR/Bonded
2022,Qtr 4,October,7,36,Detained
2022,Qtr 4,October,7,126,ROR/Bonded
2022,Qtr 4,October,11,175,Detained
2022,Qtr 4,October,11,214,ROR/Bonded
2022,Qtr 4,October,12,247,Detained
2022,Qtr 4,October,12,205,ROR/Bonded
2022,Qtr 4,October,13,161,Detained
2022,Qtr 4,October,13,248,ROR/Bonded
2022,Qtr 4,October,14,556,Detained
2022,Qtr 4,October,14,385,ROR/Bonded
2022,Qtr 4,October,17,214,Detained
2022,Qtr 4,October,17,215,ROR/Bonded
2022,Qtr 4,October,18,250,Detained
2022,Qtr 4,October,18,314,ROR/Bonded
2022,Qtr 4,October,19,125,Detained
2022,Qtr 4,October,19,294,ROR/Bonded
2022,Qtr 4,October,20,178,Detained
2022,Qtr 4,October,20,204,ROR/Bonded
2022,Qtr 4,October,21,226,Detained
2022,Qtr 4,October,21,637,ROR/Bonded
2022,Qtr 4,October,24,93,Detained
2022,Qtr 4,October,24,658,ROR/Bonded
2022,Qtr 4,October,25,273,Detained
2022,Qtr 4,October,25,192,ROR/Bonded
2022,Qtr 4,October,26,146,Detained
2022,Qtr 4,October,26,285,ROR/Bonded
2022,Qtr 4,October,27,222,Detained
2022,Qtr 4,October,27,207,ROR/Bonded
2022,Qtr 4,October,28,217,Detained
2022,Qtr 4,October,28,598,ROR/Bonded
2022,Qtr 4,October,31,16,Detained
2022,Qtr 4,October,31,244,ROR/Bonded
2022,Qtr 4,November,1,64,Detained
2022,Qtr 4,November,1,401,ROR/Bonded
2022,Qtr 4,November,2,175,Detained
2022,Qtr 4,November,2,713,ROR/Bonded
2022,Qtr 4,November,3,66,Detained
2022,Qtr 4,November,3,334,ROR/Bonded
2022,Qtr 4,November,4,8,Detained
2022,Qtr 4,November,4,176,ROR/Bonded
2022,Qtr 4,November,7,146,Detained
2022,Qtr 4,November,7,201,ROR/Bonded
2022,Qtr 4,November,8,83,Detained
2022,Qtr 4,November,8,223,ROR/Bonded
2022,Qtr 4,November,9,62,Detained
2022,Qtr 4,November,9,173,ROR/Bonded
2022,Qtr 4,November,10,287,Detained
2022,Qtr 4,November,10,289,ROR/Bonded
2022,Qtr 4,November,14,126,Detained
2022,Qtr 4,November,14,1060,ROR/Bonded
2022,Qtr 4,November,15,182,Detained
2022,Qtr 4,November,15,261,ROR/Bonded
2022,Qtr 4,November,16,304,Detained
2022,Qtr 4,November,16,264,ROR/Bonded
2022,Qtr 4,November,17,271,Detained
2022,Qtr 4,November,17,416,ROR/Bonded
2022,Qtr 4,November,18,39,Detained
2022,Qtr 4,November,18,526,ROR/Bonded
2022,Qtr 4,November,21,87,Detained
2022,Qtr 4,November,21,222,ROR/Bonded
2022,Qtr 4,November,22,357,Detained
2022,Qtr 4,November,22,190,ROR/Bonded
2022,Qtr 4,November,23,187,Detained
2022,Qtr 4,November,23,153,ROR/Bonded
2022,Qtr 4,November,28,118,Detained
2022,Qtr 4,November,28,175,ROR/Bonded
2022,Qtr 4,November,29,110,Detained
2022,Qtr 4,November,29,273,ROR/Bonded
2022,Qtr 4,November,30,48,Detained
2022,Qtr 4,November,30,168,ROR/Bonded
2022,Qtr 4,December,1,219,Detained
2022,Qtr 4,December,1,265,ROR/Bonded
2022,Qtr 4,December,2,146,Detained
2022,Qtr 4,December,2,610,ROR/Bonded
2022,Qtr 4,December,5,1029,Detained
2022,Qtr 4,December,5,191,ROR/Bonded
2022,Qtr 4,December,6,271,Detained
2022,Qtr 4,December,6,220,ROR/Bonded
2022,Qtr 4,December,7,98,Detained
2022,Qtr 4,December,7,258,ROR/Bonded
2022,Qtr 4,December,8,115,Detained
2022,Qtr 4,December,8,299,ROR/Bonded
2022,Qtr 4,December,9,2531,Detained
2022,Qtr 4,December,9,2746,ROR/Bonded
2022,Qtr 4,December,12,184,Detained
2022,Qtr 4,December,12,339,ROR/Bonded
2022,Qtr 4,December,13,4368,Detained
2022,Qtr 4,December,13,234,ROR/Bonded
2022,Qtr 4,December,14,169,Detained
2022,Qtr 4,December,14,3130,ROR/Bonded
2022,Qtr 4,December,15,380,Detained
2022,Qtr 4,December,15,169,ROR/Bonded
2022,Qtr 4,December,16,23,Detained
2022,Qtr 4,December,16,146,ROR/Bonded
2022,Qtr 4,December,19,136,Detained
2022,Qtr 4,December,19,237,ROR/Bonded
2022,Qtr 4,December,20,190,Detained
2022,Qtr 4,December,20,176,ROR/Bonded
2022,Qtr 4,December,21,333,Detained
2022,Qtr 4,December,21,468,ROR/Bonded
2022,Qtr 4,December,22,169,Detained
2022,Qtr 4,December,22,691,ROR/Bonded
2022,Qtr 4,December,23,597,Detained
2022,Qtr 4,December,23,921,ROR/Bonded
2022,Qtr 4,December,27,145,Detained
2022,Qtr 4,December,27,142,ROR/Bonded
2022,Qtr 4,December,28,64,Detained
2022,Qtr 4,December,28,217,ROR/Bonded
2022,Qtr 4,December,29,91,Detained
2022,Qtr 4,December,29,196,ROR/Bonded
2022,Qtr 4,December,30,13,Detained
2022,Qtr 4,December,30,28,ROR/Bonded
2023,Qtr 1,January,3,273,Detained
2023,Qtr 1,January,3,131,ROR/Bonded
2023,Qtr 1,January,4,144,Detained
2023,Qtr 1,January,4,217,ROR/Bonded
2023,Qtr 1,January,5,223,Detained
2023,Qtr 1,January,5,373,ROR/Bonded
2023,Qtr 1,January,6,135,Detained
2023,Qtr 1,January,6,93,ROR/Bonded
2023,Qtr 1,January,9,80,Detained
2023,Qtr 1,January,9,236,ROR/Bonded
2023,Qtr 1,January,10,322,Detained
2023,Qtr 1,January,10,201,ROR/Bonded
2023,Qtr 1,January,11,58,Detained
2023,Qtr 1,January,11,349,ROR/Bonded
2023,Qtr 1,January,12,80,Detained
2023,Qtr 1,January,12,260,ROR/Bonded
2023,Qtr 1,January,13,234,Detained
2023,Qtr 1,January,13,195,ROR/Bonded
2023,Qtr 1,January,16,391,ROR/Bonded
2023,Qtr 1,January,17,138,Detained
2023,Qtr 1,January,17,209,ROR/Bonded
2023,Qtr 1,January,18,107,Detained
2023,Qtr 1,January,18,142,ROR/Bonded
2023,Qtr 1,January,19,302,Detained
2023,Qtr 1,January,19,190,ROR/Bonded
2023,Qtr 1,January,20,589,Detained
2023,Qtr 1,January,20,315,ROR/Bonded
2023,Qtr 1,January,23,44,Detained
2023,Qtr 1,January,23,221,ROR/Bonded
2023,Qtr 1,January,24,368,Detained
2023,Qtr 1,January,24,214,ROR/Bonded
2023,Qtr 1,January,25,149,Detained
2023,Qtr 1,January,25,273,ROR/Bonded
2023,Qtr 1,January,26,355,Detained
2023,Qtr 1,January,26,222,ROR/Bonded
2023,Qtr 1,January,27,252,Detained
2023,Qtr 1,January,27,513,ROR/Bonded
2023,Qtr 1,January,30,150,Detained
2023,Qtr 1,January,30,202,ROR/Bonded
2023,Qtr 1,January,31,116,Detained
2023,Qtr 1,January,31,232,ROR/Bonded
2023,Qtr 1,February,1,57,Detained
2023,Qtr 1,February,1,184,ROR/Bonded
2023,Qtr 1,February,2,156,Detained
2023,Qtr 1,February,2,282,ROR/Bonded
2023,Qtr 1,February,3,265,Detained
2023,Qtr 1,February,3,356,ROR/Bonded
2023,Qtr 1,February,6,48,Detained
2023,Qtr 1,February,6,325,ROR/Bonded
2023,Qtr 1,February,7,60,Detained
2023,Qtr 1,February,7,260,ROR/Bonded
2023,Qtr 1,February,8,272,Detained
2023,Qtr 1,February,8,202,ROR/Bonded
2023,Qtr 1,February,9,195,Detained
2023,Qtr 1,February,9,278,ROR/Bonded
2023,Qtr 1,February,10,1264,Detained
2023,Qtr 1,February,10,918,ROR/Bonded
2023,Qtr 1,February,14,139,Detained
2023,Qtr 1,February,14,322,ROR/Bonded
2023,Qtr 1,February,15,204,Detained
2023,Qtr 1,February,15,366,ROR/Bonded
2023,Qtr 1,February,16,310,Detained
2023,Qtr 1,February,16,288,ROR/Bonded
2023,Qtr 1,February,17,750,Detained
2023,Qtr 1,February,17,619,ROR/Bonded
2023,Qtr 1,February,21,235,Detained
2023,Qtr 1,February,21,159,ROR/Bonded
2023,Qtr 1,February,22,198,Detained
2023,Qtr 1,February,22,254,ROR/Bonded
2023,Qtr 1,February,23,129,Detained
2023,Qtr 1,February,23,225,ROR/Bonded
2023,Qtr 1,February,24,262,Detained
2023,Qtr 1,February,24,375,ROR/Bonded
2023,Qtr 1,February,27,326,Detained
2023,Qtr 1,February,27,300,ROR/Bonded
2023,Qtr 1,February,28,187,Detained
2023,Qtr 1,February,28,248,ROR/Bonded
2023,Qtr 1,March,1,167,Detained
2023,Qtr 1,March,1,383,ROR/Bonded
2023,Qtr 1,March,2,412,Detained
2023,Qtr 1,March,2,301,ROR/Bonded
2023,Qtr 1,March,3,369,Detained
2023,Qtr 1,March,3,27,ROR/Bonded
2023,Qtr 1,March,6,160,Detained
2023,Qtr 1,March,6,309,ROR/Bonded
2023,Qtr 1,March,7,195,Detained
2023,Qtr 1,March,7,233,ROR/Bonded
2023,Qtr 1,March,8,407,Detained
2023,Qtr 1,March,8,256,ROR/Bonded
2023,Qtr 1,March,9,194,Detained
2023,Qtr 1,March,9,206,ROR/Bonded
2023,Qtr 1,March,10,490,Detained
2023,Qtr 1,March,10,236,ROR/Bonded
2023,Qtr 1,March,12,627,ROR/Bonded
2023,Qtr 1,March,13,202,Detained
2023,Qtr 1,March,13,242,ROR/Bonded
2023,Qtr 1,March,14,62,Detained
2023,Qtr 1,March,14,232,ROR/Bonded
2023,Qtr 1,March,15,51,Detained
